"HLGT"	"gene"	"mesh_tr"	"HLGT_N"	"mesh_N"	"intersect_N"	"flag"
"cardiac valve disorders"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"114922"	"1388"	"0"	FALSE
"cardiac valve disorders"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"114922"	"6470"	"11"	FALSE
"cardiac valve disorders"	"DRD1"	"Receptors, Dopamine D1"	"114922"	"7121"	"0"	FALSE
"cardiac valve disorders"	"HRH1"	"Receptors, Histamine H1"	"114922"	"2208"	"0"	FALSE
"heart failures"	"AR"	"Receptors, Androgen"	"115392"	"14984"	"1"	FALSE
"heart failures"	"NR3C1"	"Receptors, Glucocorticoid"	"115392"	"12736"	"7"	FALSE
"heart failures"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"115392"	"1657"	"0"	FALSE
"heart failures"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"115392"	"855"	"45"	FALSE
"heart failures"	"PTGS2"	"Cyclooxygenase 2"	"115392"	"22509"	"44"	FALSE
"heart failures"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"115392"	"1839"	"19"	FALSE
"heart failures"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"115392"	"3624"	"38"	FALSE
"heart failures"	"KCNH2"	"ERG1 Potassium Channel"	"115392"	"1772"	"6"	TRUE
"heart failures"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"115392"	"480"	"0"	FALSE
"heart failures"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"115392"	"3015"	"4"	FALSE
"heart failures"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"115392"	"1523"	"35"	FALSE
"heart failures"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"115392"	"554"	"0"	FALSE
"heart failures"	"MAOA"	"Monoamine Oxidase"	"115392"	"11015"	"28"	FALSE
"heart failures"	"PGR"	"Receptors, Progesterone"	"115392"	"18606"	"0"	FALSE
"heart failures"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"115392"	"4272"	"146"	FALSE
"heart failures"	"GABRA1"	"Receptors, GABA-A"	"115392"	"18704"	"5"	FALSE
"heart failures"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"115392"	"424"	"7"	FALSE
"heart failures"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"115392"	"6781"	"273"	FALSE
"heart failures"	"ADORA3"	"Receptor, Adenosine A3"	"115392"	"746"	"1"	FALSE
"heart failures"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"115392"	"6442"	"19"	FALSE
"heart failures"	"ACHE"	"Acetylcholinesterase"	"115392"	"21600"	"10"	FALSE
"heart failures"	"CHRM1"	"Receptor, Muscarinic M1"	"115392"	"1272"	"0"	FALSE
"heart failures"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"115392"	"26904"	"15"	FALSE
"heart failures"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"115392"	"5639"	"0"	FALSE
"heart failures"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"115392"	"3568"	"59"	FALSE
"heart failures"	"CNR1"	"Receptor, Cannabinoid, CB1"	"115392"	"5259"	"10"	FALSE
"heart failures"	"ADORA1"	"Receptor, Adenosine A1"	"115392"	"1347"	"15"	FALSE
"heart failures"	"EDNRB"	"Receptor, Endothelin B"	"115392"	"2261"	"46"	FALSE
"heart failures"	"EDNRA"	"Receptor, Endothelin A"	"115392"	"2741"	"80"	FALSE
"heart failures"	"ADORA2A"	"Receptor, Adenosine A2A"	"115392"	"2325"	"8"	FALSE
"heart failures"	"NTSR1"	"Receptors, Neurotensin"	"115392"	"1049"	"0"	FALSE
"heart failures"	"OPRD1"	"Receptors, Opioid, delta"	"115392"	"4485"	"4"	FALSE
"heart failures"	"ESR1"	"Receptors, Estrogen"	"115392"	"48067"	"33"	FALSE
"heart failures"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"115392"	"592"	"0"	FALSE
"heart failures"	"OPRM1"	"Receptors, Opioid, mu"	"115392"	"8769"	"3"	FALSE
"heart failures"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"115392"	"1388"	"17"	FALSE
"heart failures"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"115392"	"6470"	"2"	FALSE
"heart failures"	"DRD1"	"Receptors, Dopamine D1"	"115392"	"7121"	"5"	FALSE
"heart failures"	"HRH1"	"Receptors, Histamine H1"	"115392"	"2208"	"1"	FALSE
"myocardial disorders"	"AR"	"Receptors, Androgen"	"90608"	"14984"	"10"	FALSE
"myocardial disorders"	"NR3C1"	"Receptors, Glucocorticoid"	"90608"	"12736"	"8"	TRUE
"myocardial disorders"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"90608"	"1657"	"0"	FALSE
"myocardial disorders"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"90608"	"855"	"14"	FALSE
"myocardial disorders"	"PTGS2"	"Cyclooxygenase 2"	"90608"	"22509"	"88"	FALSE
"myocardial disorders"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"90608"	"1839"	"5"	FALSE
"myocardial disorders"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"90608"	"3624"	"36"	FALSE
"myocardial disorders"	"KCNH2"	"ERG1 Potassium Channel"	"90608"	"1772"	"14"	FALSE
"myocardial disorders"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"90608"	"480"	"5"	FALSE
"myocardial disorders"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"90608"	"3015"	"0"	FALSE
"myocardial disorders"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"90608"	"1523"	"86"	FALSE
"myocardial disorders"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"90608"	"554"	"1"	FALSE
"myocardial disorders"	"MAOA"	"Monoamine Oxidase"	"90608"	"11015"	"26"	FALSE
"myocardial disorders"	"PGR"	"Receptors, Progesterone"	"90608"	"18606"	"0"	FALSE
"myocardial disorders"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"90608"	"4272"	"73"	FALSE
"myocardial disorders"	"GABRA1"	"Receptors, GABA-A"	"90608"	"18704"	"9"	FALSE
"myocardial disorders"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"90608"	"424"	"6"	FALSE
"myocardial disorders"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"90608"	"6781"	"124"	FALSE
"myocardial disorders"	"ADORA3"	"Receptor, Adenosine A3"	"90608"	"746"	"27"	FALSE
"myocardial disorders"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"90608"	"6442"	"13"	FALSE
"myocardial disorders"	"ACHE"	"Acetylcholinesterase"	"90608"	"21600"	"7"	FALSE
"myocardial disorders"	"CHRM1"	"Receptor, Muscarinic M1"	"90608"	"1272"	"0"	FALSE
"myocardial disorders"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"90608"	"26904"	"4"	FALSE
"myocardial disorders"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"90608"	"5639"	"0"	FALSE
"myocardial disorders"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"90608"	"3568"	"10"	FALSE
"myocardial disorders"	"CNR1"	"Receptor, Cannabinoid, CB1"	"90608"	"5259"	"19"	FALSE
"myocardial disorders"	"ADORA1"	"Receptor, Adenosine A1"	"90608"	"1347"	"21"	FALSE
"myocardial disorders"	"EDNRB"	"Receptor, Endothelin B"	"90608"	"2261"	"24"	FALSE
"myocardial disorders"	"EDNRA"	"Receptor, Endothelin A"	"90608"	"2741"	"49"	FALSE
"myocardial disorders"	"ADORA2A"	"Receptor, Adenosine A2A"	"90608"	"2325"	"21"	FALSE
"myocardial disorders"	"NTSR1"	"Receptors, Neurotensin"	"90608"	"1049"	"0"	FALSE
"myocardial disorders"	"OPRD1"	"Receptors, Opioid, delta"	"90608"	"4485"	"61"	FALSE
"myocardial disorders"	"ESR1"	"Receptors, Estrogen"	"90608"	"48067"	"53"	FALSE
"myocardial disorders"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"90608"	"592"	"0"	FALSE
"myocardial disorders"	"OPRM1"	"Receptors, Opioid, mu"	"90608"	"8769"	"27"	FALSE
"myocardial disorders"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"90608"	"1388"	"6"	FALSE
"myocardial disorders"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"90608"	"6470"	"3"	FALSE
"myocardial disorders"	"DRD1"	"Receptors, Dopamine D1"	"90608"	"7121"	"3"	FALSE
"myocardial disorders"	"HRH1"	"Receptors, Histamine H1"	"90608"	"2208"	"7"	FALSE
"pericardial disorders"	"AR"	"Receptors, Androgen"	"22952"	"14984"	"0"	FALSE
"pericardial disorders"	"NR3C1"	"Receptors, Glucocorticoid"	"22952"	"12736"	"0"	FALSE
"pericardial disorders"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"22952"	"1657"	"0"	FALSE
"pericardial disorders"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"22952"	"855"	"0"	FALSE
"pericardial disorders"	"PTGS2"	"Cyclooxygenase 2"	"22952"	"22509"	"1"	FALSE
"pericardial disorders"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"22952"	"1839"	"0"	FALSE
"pericardial disorders"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"22952"	"3624"	"0"	FALSE
"pericardial disorders"	"KCNH2"	"ERG1 Potassium Channel"	"22952"	"1772"	"0"	FALSE
"pericardial disorders"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"22952"	"480"	"0"	TRUE
"pericardial disorders"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"22952"	"3015"	"0"	FALSE
"pericardial disorders"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"22952"	"1523"	"0"	FALSE
"pericardial disorders"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"22952"	"554"	"0"	FALSE
"pericardial disorders"	"MAOA"	"Monoamine Oxidase"	"22952"	"11015"	"1"	FALSE
"pericardial disorders"	"PGR"	"Receptors, Progesterone"	"22952"	"18606"	"2"	FALSE
"pericardial disorders"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"22952"	"4272"	"0"	FALSE
"pericardial disorders"	"GABRA1"	"Receptors, GABA-A"	"22952"	"18704"	"0"	FALSE
"pericardial disorders"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"22952"	"424"	"0"	FALSE
"pericardial disorders"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"22952"	"6781"	"0"	FALSE
"pericardial disorders"	"ADORA3"	"Receptor, Adenosine A3"	"22952"	"746"	"0"	FALSE
"pericardial disorders"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"22952"	"6442"	"0"	FALSE
"pericardial disorders"	"ACHE"	"Acetylcholinesterase"	"22952"	"21600"	"0"	FALSE
"pericardial disorders"	"CHRM1"	"Receptor, Muscarinic M1"	"22952"	"1272"	"0"	FALSE
"pericardial disorders"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"22952"	"26904"	"0"	FALSE
"pericardial disorders"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"22952"	"5639"	"0"	FALSE
"pericardial disorders"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"22952"	"3568"	"0"	FALSE
"pericardial disorders"	"CNR1"	"Receptor, Cannabinoid, CB1"	"22952"	"5259"	"0"	FALSE
"pericardial disorders"	"ADORA1"	"Receptor, Adenosine A1"	"22952"	"1347"	"0"	FALSE
"pericardial disorders"	"EDNRB"	"Receptor, Endothelin B"	"22952"	"2261"	"0"	FALSE
"pericardial disorders"	"EDNRA"	"Receptor, Endothelin A"	"22952"	"2741"	"0"	FALSE
"pericardial disorders"	"ADORA2A"	"Receptor, Adenosine A2A"	"22952"	"2325"	"0"	FALSE
"pericardial disorders"	"NTSR1"	"Receptors, Neurotensin"	"22952"	"1049"	"0"	FALSE
"pericardial disorders"	"OPRD1"	"Receptors, Opioid, delta"	"22952"	"4485"	"0"	FALSE
"pericardial disorders"	"ESR1"	"Receptors, Estrogen"	"22952"	"48067"	"2"	FALSE
"pericardial disorders"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"22952"	"592"	"0"	FALSE
"pericardial disorders"	"OPRM1"	"Receptors, Opioid, mu"	"22952"	"8769"	"0"	FALSE
"pericardial disorders"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"22952"	"1388"	"0"	FALSE
"pericardial disorders"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"22952"	"6470"	"0"	FALSE
"pericardial disorders"	"DRD1"	"Receptors, Dopamine D1"	"22952"	"7121"	"0"	FALSE
"pericardial disorders"	"HRH1"	"Receptors, Histamine H1"	"22952"	"2208"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"AR"	"Receptors, Androgen"	"82877"	"14984"	"13"	FALSE
"blood and lymphatic system disorders congenital"	"NR3C1"	"Receptors, Glucocorticoid"	"82877"	"12736"	"1"	FALSE
"blood and lymphatic system disorders congenital"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"82877"	"1657"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"82877"	"855"	"1"	FALSE
"blood and lymphatic system disorders congenital"	"PTGS2"	"Cyclooxygenase 2"	"82877"	"22509"	"8"	FALSE
"blood and lymphatic system disorders congenital"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"82877"	"1839"	"1"	FALSE
"blood and lymphatic system disorders congenital"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"82877"	"3624"	"1"	FALSE
"blood and lymphatic system disorders congenital"	"KCNH2"	"ERG1 Potassium Channel"	"82877"	"1772"	"2"	FALSE
"blood and lymphatic system disorders congenital"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"82877"	"480"	"1"	FALSE
"blood and lymphatic system disorders congenital"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"82877"	"3015"	"0"	TRUE
"blood and lymphatic system disorders congenital"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"82877"	"1523"	"1"	FALSE
"blood and lymphatic system disorders congenital"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"82877"	"554"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"MAOA"	"Monoamine Oxidase"	"82877"	"11015"	"1"	FALSE
"blood and lymphatic system disorders congenital"	"PGR"	"Receptors, Progesterone"	"82877"	"18606"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"82877"	"4272"	"3"	FALSE
"blood and lymphatic system disorders congenital"	"GABRA1"	"Receptors, GABA-A"	"82877"	"18704"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"82877"	"424"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"82877"	"6781"	"2"	FALSE
"blood and lymphatic system disorders congenital"	"ADORA3"	"Receptor, Adenosine A3"	"82877"	"746"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"82877"	"6442"	"4"	FALSE
"blood and lymphatic system disorders congenital"	"ACHE"	"Acetylcholinesterase"	"82877"	"21600"	"17"	FALSE
"blood and lymphatic system disorders congenital"	"CHRM1"	"Receptor, Muscarinic M1"	"82877"	"1272"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"82877"	"26904"	"3"	FALSE
"blood and lymphatic system disorders congenital"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"82877"	"5639"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"82877"	"3568"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"CNR1"	"Receptor, Cannabinoid, CB1"	"82877"	"5259"	"2"	FALSE
"blood and lymphatic system disorders congenital"	"ADORA1"	"Receptor, Adenosine A1"	"82877"	"1347"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"EDNRB"	"Receptor, Endothelin B"	"82877"	"2261"	"3"	FALSE
"blood and lymphatic system disorders congenital"	"EDNRA"	"Receptor, Endothelin A"	"82877"	"2741"	"6"	FALSE
"blood and lymphatic system disorders congenital"	"ADORA2A"	"Receptor, Adenosine A2A"	"82877"	"2325"	"6"	FALSE
"blood and lymphatic system disorders congenital"	"NTSR1"	"Receptors, Neurotensin"	"82877"	"1049"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"OPRD1"	"Receptors, Opioid, delta"	"82877"	"4485"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"ESR1"	"Receptors, Estrogen"	"82877"	"48067"	"3"	FALSE
"blood and lymphatic system disorders congenital"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"82877"	"592"	"1"	FALSE
"blood and lymphatic system disorders congenital"	"OPRM1"	"Receptors, Opioid, mu"	"82877"	"8769"	"4"	FALSE
"blood and lymphatic system disorders congenital"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"82877"	"1388"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"82877"	"6470"	"0"	FALSE
"blood and lymphatic system disorders congenital"	"DRD1"	"Receptors, Dopamine D1"	"82877"	"7121"	"1"	FALSE
"blood and lymphatic system disorders congenital"	"HRH1"	"Receptors, Histamine H1"	"82877"	"2208"	"0"	FALSE
"cardiac and vascular disorders congenital"	"AR"	"Receptors, Androgen"	"30340"	"14984"	"0"	FALSE
"cardiac and vascular disorders congenital"	"NR3C1"	"Receptors, Glucocorticoid"	"30340"	"12736"	"0"	FALSE
"cardiac and vascular disorders congenital"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"30340"	"1657"	"0"	FALSE
"cardiac and vascular disorders congenital"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"30340"	"855"	"1"	FALSE
"cardiac and vascular disorders congenital"	"PTGS2"	"Cyclooxygenase 2"	"30340"	"22509"	"3"	FALSE
"cardiac and vascular disorders congenital"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"30340"	"1839"	"0"	FALSE
"cardiac and vascular disorders congenital"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"30340"	"3624"	"0"	TRUE
"cardiac and vascular disorders congenital"	"KCNH2"	"ERG1 Potassium Channel"	"30340"	"1772"	"0"	FALSE
"cardiac and vascular disorders congenital"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"30340"	"480"	"0"	FALSE
"cardiac and vascular disorders congenital"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"30340"	"3015"	"0"	FALSE
"cardiac and vascular disorders congenital"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"30340"	"1523"	"1"	FALSE
"cardiac and vascular disorders congenital"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"30340"	"554"	"0"	FALSE
"cardiac and vascular disorders congenital"	"MAOA"	"Monoamine Oxidase"	"30340"	"11015"	"2"	FALSE
"cardiac and vascular disorders congenital"	"PGR"	"Receptors, Progesterone"	"30340"	"18606"	"0"	FALSE
"cardiac and vascular disorders congenital"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"30340"	"4272"	"0"	FALSE
"cardiac and vascular disorders congenital"	"GABRA1"	"Receptors, GABA-A"	"30340"	"18704"	"0"	FALSE
"cardiac and vascular disorders congenital"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"30340"	"424"	"1"	FALSE
"cardiac and vascular disorders congenital"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"30340"	"6781"	"1"	FALSE
"cardiac and vascular disorders congenital"	"ADORA3"	"Receptor, Adenosine A3"	"30340"	"746"	"0"	FALSE
"cardiac and vascular disorders congenital"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"30340"	"6442"	"2"	FALSE
"cardiac and vascular disorders congenital"	"ACHE"	"Acetylcholinesterase"	"30340"	"21600"	"2"	FALSE
"cardiac and vascular disorders congenital"	"CHRM1"	"Receptor, Muscarinic M1"	"30340"	"1272"	"0"	FALSE
"cardiac and vascular disorders congenital"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"30340"	"26904"	"0"	FALSE
"cardiac and vascular disorders congenital"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"30340"	"5639"	"0"	FALSE
"cardiac and vascular disorders congenital"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"30340"	"3568"	"0"	FALSE
"cardiac and vascular disorders congenital"	"CNR1"	"Receptor, Cannabinoid, CB1"	"30340"	"5259"	"0"	FALSE
"cardiac and vascular disorders congenital"	"ADORA1"	"Receptor, Adenosine A1"	"30340"	"1347"	"0"	FALSE
"cardiac and vascular disorders congenital"	"EDNRB"	"Receptor, Endothelin B"	"30340"	"2261"	"3"	FALSE
"cardiac and vascular disorders congenital"	"EDNRA"	"Receptor, Endothelin A"	"30340"	"2741"	"3"	FALSE
"cardiac and vascular disorders congenital"	"ADORA2A"	"Receptor, Adenosine A2A"	"30340"	"2325"	"0"	FALSE
"cardiac and vascular disorders congenital"	"NTSR1"	"Receptors, Neurotensin"	"30340"	"1049"	"0"	FALSE
"cardiac and vascular disorders congenital"	"OPRD1"	"Receptors, Opioid, delta"	"30340"	"4485"	"0"	FALSE
"cardiac and vascular disorders congenital"	"ESR1"	"Receptors, Estrogen"	"30340"	"48067"	"1"	FALSE
"cardiac and vascular disorders congenital"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"30340"	"592"	"1"	FALSE
"cardiac and vascular disorders congenital"	"OPRM1"	"Receptors, Opioid, mu"	"30340"	"8769"	"0"	FALSE
"cardiac and vascular disorders congenital"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"30340"	"1388"	"0"	FALSE
"cardiac and vascular disorders congenital"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"30340"	"6470"	"3"	FALSE
"cardiac and vascular disorders congenital"	"DRD1"	"Receptors, Dopamine D1"	"30340"	"7121"	"0"	FALSE
"cardiac and vascular disorders congenital"	"HRH1"	"Receptors, Histamine H1"	"30340"	"2208"	"0"	FALSE
"gastrointestinal tract disorders congenital"	"AR"	"Receptors, Androgen"	"113586"	"14984"	"15"	FALSE
"gastrointestinal tract disorders congenital"	"NR3C1"	"Receptors, Glucocorticoid"	"113586"	"12736"	"34"	FALSE
"gastrointestinal tract disorders congenital"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"113586"	"1657"	"2"	FALSE
"gastrointestinal tract disorders congenital"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"113586"	"855"	"0"	FALSE
"gastrointestinal tract disorders congenital"	"PTGS2"	"Cyclooxygenase 2"	"113586"	"22509"	"154"	FALSE
"gastrointestinal tract disorders congenital"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"113586"	"1839"	"1"	FALSE
"gastrointestinal tract disorders congenital"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"113586"	"3624"	"1"	FALSE
"gastrointestinal tract disorders congenital"	"KCNH2"	"ERG1 Potassium Channel"	"113586"	"1772"	"3"	FALSE
"gastrointestinal tract disorders congenital"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"113586"	"480"	"0"	FALSE
"gastrointestinal tract disorders congenital"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"113586"	"3015"	"0"	FALSE
"gastrointestinal tract disorders congenital"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"113586"	"1523"	"0"	TRUE
"gastrointestinal tract disorders congenital"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"113586"	"554"	"0"	FALSE
"gastrointestinal tract disorders congenital"	"MAOA"	"Monoamine Oxidase"	"113586"	"11015"	"1"	FALSE
"gastrointestinal tract disorders congenital"	"PGR"	"Receptors, Progesterone"	"113586"	"18606"	"10"	FALSE
"gastrointestinal tract disorders congenital"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"113586"	"4272"	"21"	FALSE
"gastrointestinal tract disorders congenital"	"GABRA1"	"Receptors, GABA-A"	"113586"	"18704"	"20"	FALSE
"gastrointestinal tract disorders congenital"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"113586"	"424"	"0"	FALSE
"gastrointestinal tract disorders congenital"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"113586"	"6781"	"4"	FALSE
"gastrointestinal tract disorders congenital"	"ADORA3"	"Receptor, Adenosine A3"	"113586"	"746"	"0"	FALSE
"gastrointestinal tract disorders congenital"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"113586"	"6442"	"5"	FALSE
"gastrointestinal tract disorders congenital"	"ACHE"	"Acetylcholinesterase"	"113586"	"21600"	"188"	FALSE
"gastrointestinal tract disorders congenital"	"CHRM1"	"Receptor, Muscarinic M1"	"113586"	"1272"	"0"	FALSE
"gastrointestinal tract disorders congenital"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"113586"	"26904"	"2"	FALSE
"gastrointestinal tract disorders congenital"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"113586"	"5639"	"0"	FALSE
